8,1.390382 
9,0.964621 
10,1.181621 
11,1.539977 
12,1.690161 
13,1.760871 
14,1.627981 
15,1.641896 
16,1.720674 
17,1.511203 
18,1.402604 
19,1.358544 
20,1.310864 
21,1.276831 
22,1.266256 
23,1.237562 
24,1.247582 
25,1.208781 
26,1.210241 
27,1.179738 
28,1.164454 
29,1.122441 
30,1.08117 
31,1.053324 
32,0.920139 
33,0.855878 
34,0.326922 
35,0.327263 
36,0.323659 
37,0.328196 
38,0.333728 
39,0.340386 
40,0.344023 
41,0.353445 
42,0.358917 
43,0.370226 
44,0.377062 
45,0.388777 
46,0.392127 
47,0.398457 
48,0.403467 
49,0.403455 
50,0.406173 
51,0.399102 
52,0.407894 
53,0.420106 
54,0.419502 
55,0.425575 
56,0.435983 
57,0.465473 
58,0.462266 
59,0.465808 
60,0.478999 
61,0.489619 
62,0.501254 
63,0.512611 
64,0.521428 
65,0.547892 
66,0.553454 
67,0.567647 
68,0.574 
69,0.58593 
70,0.598107 
71,0.61513 
72,0.622233 
73,0.648074 
74,0.654742 
75,0.661504 
76,0.680032 
77,0.688456 
78,0.713971 
79,0.719745 
80,0.737927 
81,0.753382 
82,0.773688 
83,0.788528 
84,0.80522 
85,0.822985 
86,0.83936 
87,0.854861 
88,0.876431 
89,0.888295 
90,0.899348 
91,0.923209 
92,0.936505 
93,0.945502 
94,0.975493 
95,0.989147 
96,1.023014 
97,1.033059 
98,1.049418 
99,1.063955 
100,1.092896 
101,1.117928 
102,1.138294 
103,1.150245 
104,1.173823 
105,1.202972 
106,1.211089 
107,1.255611 
108,1.271562 
109,1.279988 
110,1.291715 
111,1.313456 
112,1.350193 
113,1.394882 
114,1.421821 
115,1.458844 
116,1.456322 
117,1.472566 
118,1.524455 
119,1.531335 
120,1.576596 
121,1.609066 
122,1.61494 
123,1.605371 
124,1.668669 
125,1.711618 
126,1.724837 
127,1.723399 
128,1.800068 
129,1.83632 
130,1.839089 
131,1.874777 
132,1.885573 
133,1.925025 
134,1.97789 
135,2.10758 
136,2.045784 
137,2.028634 
138,2.067994 
139,2.097679 
140,2.149565 
141,2.198582 
142,2.254043 
143,2.179412 
144,2.287393 
145,2.29918 
146,2.334006 
147,2.331814 
148,2.393935 
149,2.394544 
150,2.408591 
151,2.457434 
152,2.561868 
153,2.529919 
154,2.581716 
155,2.769507 
156,2.656818 
157,2.934558 
158,2.751058 
159,2.802887 
160,2.837355 
161,2.887932 
162,2.904641 
163,2.958856 
164,3.084012 
165,3.104041 
166,3.24194 
167,3.156033 
168,3.35671 
169,3.369356 
170,3.22616 
172,3.289247 
173,3.70647 
174,3.540623 
176,3.550903 
177,3.561686 
178,3.488929 
184,3.9112 
186,3.839822 
188,3.97989 
190,4.193241 
192,4.358107 
193,4.38937 
200,4.446181 
204,4.841937 
206,4.795266 
208,4.912056 
210,4.95576 
214,5.394777 
216,5.276315 
218,5.076499 
222,5.529267 
224,5.942594 
226,5.957166 
228,6.197204 
232,6.375076 
234,6.399085 
240,7.027802 
244,7.084613 
248,8.094611 
252,8.244878 
254,8.186994 
256,8.309241
